id;nom;categorie;style;niveau;chemin_photo;photo_obligatoire;consigne_photo;materiel_visible
EX0639;Presse à cuisses;Bas du corps;trail;Débutant;assets/photos/exercises/02_bas_du_corps/EX0639_presse-a-cuisses_debutant_trail.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Débutant, style trail, matériel visible : machine;machine
EX0640;Presse à cuisses;Bas du corps;remise_forme;Débutant;assets/photos/exercises/02_bas_du_corps/EX0640_presse-a-cuisses_debutant_remise_forme.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : machine;machine
EX0641;Presse à cuisses;Bas du corps;musculation;Actif;assets/photos/exercises/02_bas_du_corps/EX0641_presse-a-cuisses_actif_musculation.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : machine;machine
EX0642;Presse à cuisses;Bas du corps;crossfit;Actif;assets/photos/exercises/02_bas_du_corps/EX0642_presse-a-cuisses_actif_crossfit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : machine;machine
EX0643;Presse à cuisses;Bas du corps;crosstraining;Actif;assets/photos/exercises/02_bas_du_corps/EX0643_presse-a-cuisses_actif_crosstraining.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : machine;machine
EX0644;Presse à cuisses;Bas du corps;hiit;Actif;assets/photos/exercises/02_bas_du_corps/EX0644_presse-a-cuisses_actif_hiit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : machine;machine
EX0645;Presse à cuisses;Bas du corps;hyrox;Actif;assets/photos/exercises/02_bas_du_corps/EX0645_presse-a-cuisses_actif_hyrox.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style hyrox, matériel visible : machine;machine
EX0646;Presse à cuisses;Bas du corps;cardio;Actif;assets/photos/exercises/02_bas_du_corps/EX0646_presse-a-cuisses_actif_cardio.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : machine;machine
EX0647;Presse à cuisses;Bas du corps;trail;Actif;assets/photos/exercises/02_bas_du_corps/EX0647_presse-a-cuisses_actif_trail.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style trail, matériel visible : machine;machine
EX0648;Presse à cuisses;Bas du corps;remise_forme;Actif;assets/photos/exercises/02_bas_du_corps/EX0648_presse-a-cuisses_actif_remise_forme.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : machine;machine
EX0649;Presse à cuisses;Bas du corps;musculation;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0649_presse-a-cuisses_confirme_musculation.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : machine;machine
EX0650;Presse à cuisses;Bas du corps;crossfit;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0650_presse-a-cuisses_confirme_crossfit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : machine;machine
EX0651;Presse à cuisses;Bas du corps;crosstraining;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0651_presse-a-cuisses_confirme_crosstraining.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : machine;machine
EX0652;Presse à cuisses;Bas du corps;hiit;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0652_presse-a-cuisses_confirme_hiit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : machine;machine
EX0653;Presse à cuisses;Bas du corps;hyrox;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0653_presse-a-cuisses_confirme_hyrox.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style hyrox, matériel visible : machine;machine
EX0654;Presse à cuisses;Bas du corps;cardio;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0654_presse-a-cuisses_confirme_cardio.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : machine;machine
EX0655;Presse à cuisses;Bas du corps;trail;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0655_presse-a-cuisses_confirme_trail.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style trail, matériel visible : machine;machine
EX0656;Presse à cuisses;Bas du corps;remise_forme;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0656_presse-a-cuisses_confirme_remise_forme.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Confirmé, style remise_forme, matériel visible : machine;machine
EX0657;Presse à cuisses;Bas du corps;musculation;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0657_presse-a-cuisses_athlete_musculation.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style musculation, matériel visible : machine;machine
EX0658;Presse à cuisses;Bas du corps;crossfit;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0658_presse-a-cuisses_athlete_crossfit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : machine;machine
EX0659;Presse à cuisses;Bas du corps;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0659_presse-a-cuisses_athlete_crosstraining.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : machine;machine
EX0660;Presse à cuisses;Bas du corps;hiit;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0660_presse-a-cuisses_athlete_hiit.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : machine;machine
EX0661;Presse à cuisses;Bas du corps;hyrox;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0661_presse-a-cuisses_athlete_hyrox.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hyrox, matériel visible : machine;machine
EX0662;Presse à cuisses;Bas du corps;cardio;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0662_presse-a-cuisses_athlete_cardio.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style cardio, matériel visible : machine;machine
EX0663;Presse à cuisses;Bas du corps;trail;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0663_presse-a-cuisses_athlete_trail.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style trail, matériel visible : machine;machine
EX0664;Presse à cuisses;Bas du corps;remise_forme;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0664_presse-a-cuisses_athlete_remise_forme.jpg;OUI;Presse à cuisses — photo réaliste dédiée, niveau Athlète FAFATRAINING, style remise_forme, matériel visible : machine;machine
EX0665;Fentes arrière;Bas du corps;musculation;Débutant;assets/photos/exercises/02_bas_du_corps/EX0665_fentes-arriere_debutant_musculation.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style musculation, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0666;Fentes arrière;Bas du corps;poids_du_corps;Débutant;assets/photos/exercises/02_bas_du_corps/EX0666_fentes-arriere_debutant_poids_du_corps.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style poids_du_corps, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0667;Fentes arrière;Bas du corps;crossfit;Débutant;assets/photos/exercises/02_bas_du_corps/EX0667_fentes-arriere_debutant_crossfit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style crossfit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0668;Fentes arrière;Bas du corps;crosstraining;Débutant;assets/photos/exercises/02_bas_du_corps/EX0668_fentes-arriere_debutant_crosstraining.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style crosstraining, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0669;Fentes arrière;Bas du corps;hiit;Débutant;assets/photos/exercises/02_bas_du_corps/EX0669_fentes-arriere_debutant_hiit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style hiit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0670;Fentes arrière;Bas du corps;hyrox;Débutant;assets/photos/exercises/02_bas_du_corps/EX0670_fentes-arriere_debutant_hyrox.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style hyrox, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0671;Fentes arrière;Bas du corps;cardio;Débutant;assets/photos/exercises/02_bas_du_corps/EX0671_fentes-arriere_debutant_cardio.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style cardio, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0672;Fentes arrière;Bas du corps;trail;Débutant;assets/photos/exercises/02_bas_du_corps/EX0672_fentes-arriere_debutant_trail.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style trail, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0673;Fentes arrière;Bas du corps;remise_forme;Débutant;assets/photos/exercises/02_bas_du_corps/EX0673_fentes-arriere_debutant_remise_forme.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Débutant, style remise_forme, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0674;Fentes arrière;Bas du corps;musculation;Actif;assets/photos/exercises/02_bas_du_corps/EX0674_fentes-arriere_actif_musculation.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style musculation, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0675;Fentes arrière;Bas du corps;poids_du_corps;Actif;assets/photos/exercises/02_bas_du_corps/EX0675_fentes-arriere_actif_poids_du_corps.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style poids_du_corps, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0676;Fentes arrière;Bas du corps;crossfit;Actif;assets/photos/exercises/02_bas_du_corps/EX0676_fentes-arriere_actif_crossfit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style crossfit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0677;Fentes arrière;Bas du corps;crosstraining;Actif;assets/photos/exercises/02_bas_du_corps/EX0677_fentes-arriere_actif_crosstraining.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style crosstraining, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0678;Fentes arrière;Bas du corps;hiit;Actif;assets/photos/exercises/02_bas_du_corps/EX0678_fentes-arriere_actif_hiit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style hiit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0679;Fentes arrière;Bas du corps;hyrox;Actif;assets/photos/exercises/02_bas_du_corps/EX0679_fentes-arriere_actif_hyrox.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style hyrox, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0680;Fentes arrière;Bas du corps;cardio;Actif;assets/photos/exercises/02_bas_du_corps/EX0680_fentes-arriere_actif_cardio.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style cardio, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0681;Fentes arrière;Bas du corps;trail;Actif;assets/photos/exercises/02_bas_du_corps/EX0681_fentes-arriere_actif_trail.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style trail, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0682;Fentes arrière;Bas du corps;remise_forme;Actif;assets/photos/exercises/02_bas_du_corps/EX0682_fentes-arriere_actif_remise_forme.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Actif, style remise_forme, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0683;Fentes arrière;Bas du corps;musculation;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0683_fentes-arriere_confirme_musculation.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style musculation, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0684;Fentes arrière;Bas du corps;poids_du_corps;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0684_fentes-arriere_confirme_poids_du_corps.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style poids_du_corps, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0685;Fentes arrière;Bas du corps;crossfit;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0685_fentes-arriere_confirme_crossfit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style crossfit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0686;Fentes arrière;Bas du corps;crosstraining;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0686_fentes-arriere_confirme_crosstraining.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style crosstraining, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0687;Fentes arrière;Bas du corps;hiit;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0687_fentes-arriere_confirme_hiit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style hiit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0688;Fentes arrière;Bas du corps;hyrox;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0688_fentes-arriere_confirme_hyrox.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style hyrox, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0689;Fentes arrière;Bas du corps;cardio;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0689_fentes-arriere_confirme_cardio.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style cardio, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0690;Fentes arrière;Bas du corps;trail;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0690_fentes-arriere_confirme_trail.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style trail, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0691;Fentes arrière;Bas du corps;remise_forme;Confirmé;assets/photos/exercises/02_bas_du_corps/EX0691_fentes-arriere_confirme_remise_forme.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Confirmé, style remise_forme, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0692;Fentes arrière;Bas du corps;musculation;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0692_fentes-arriere_athlete_musculation.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Athlète FAFATRAINING, style musculation, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0693;Fentes arrière;Bas du corps;poids_du_corps;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0693_fentes-arriere_athlete_poids_du_corps.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Athlète FAFATRAINING, style poids_du_corps, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0694;Fentes arrière;Bas du corps;crossfit;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0694_fentes-arriere_athlete_crossfit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crossfit, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0695;Fentes arrière;Bas du corps;crosstraining;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0695_fentes-arriere_athlete_crosstraining.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Athlète FAFATRAINING, style crosstraining, matériel visible : poids du corps, haltères;poids du corps, haltères
EX0696;Fentes arrière;Bas du corps;hiit;Athlète FAFATRAINING;assets/photos/exercises/02_bas_du_corps/EX0696_fentes-arriere_athlete_hiit.jpg;OUI;Fentes arrière — photo réaliste dédiée, niveau Athlète FAFATRAINING, style hiit, matériel visible : poids du corps, haltères;poids du corps, haltères
